sim_time_s,mission_state,assurance_state,action,link,navigation_confidence,energy_margin_wh,decision_code,package_custody,receipt_status,delivery_outcome,timeliness
14.0,OUTBOUND,NOMINAL,NONE,True,0.9,27.9,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
14.5,OUTBOUND,NOMINAL,NONE,True,0.9,27.825,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
15.0,OUTBOUND,NOMINAL,NONE,True,0.9,27.75,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
15.5,OUTBOUND,NOMINAL,NONE,True,0.9,27.675,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
16.0,OUTBOUND,NOMINAL,NONE,True,0.9,27.6,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
16.5,OUTBOUND,NOMINAL,NONE,True,0.9,27.525,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
17.0,OUTBOUND,NOMINAL,NONE,True,0.9,27.45,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
17.5,OUTBOUND,NOMINAL,NONE,True,0.9,27.375,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
18.0,OUTBOUND,NOMINAL,NONE,True,0.9,27.3,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
18.5,OUTBOUND,NOMINAL,NONE,True,0.9,27.225,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
19.0,OUTBOUND,NOMINAL,NONE,True,0.9,27.15,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
19.5,OUTBOUND,NOMINAL,NONE,True,0.9,27.075,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
20.0,OUTBOUND,NOMINAL,NONE,True,0.9,27.0,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
20.5,OUTBOUND,NOMINAL,NONE,True,0.9,26.925,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
21.0,OUTBOUND,NOMINAL,NONE,True,0.9,26.85,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
21.5,OUTBOUND,NOMINAL,NONE,True,0.9,26.775,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
22.0,OUTBOUND,NOMINAL,NONE,True,0.9,26.7,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
22.5,OUTBOUND,NOMINAL,NONE,True,0.9,26.625,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
23.0,OUTBOUND,NOMINAL,NONE,True,0.9,26.55,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
23.5,OUTBOUND,NOMINAL,NONE,True,0.9,26.475,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
24.0,OUTBOUND,NOMINAL,NONE,True,0.9,26.4,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
24.5,OUTBOUND,NOMINAL,NONE,True,0.9,26.325,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
25.0,OUTBOUND,NOMINAL,NONE,True,0.9,26.25,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
25.5,OUTBOUND,NOMINAL,NONE,True,0.9,26.175,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
26.0,OUTBOUND,NOMINAL,NONE,True,0.9,26.1,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
26.5,OUTBOUND,NOMINAL,NONE,True,0.9,26.025,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
27.0,OUTBOUND,NOMINAL,NONE,True,0.9,25.95,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
27.5,OUTBOUND,NOMINAL,NONE,True,0.9,25.875,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
28.0,OUTBOUND,NOMINAL,NONE,True,0.9,25.8,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
28.5,OUTBOUND,NOMINAL,NONE,True,0.9,25.725,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
29.0,OUTBOUND,NOMINAL,NONE,True,0.9,25.65,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
29.5,OUTBOUND,NOMINAL,NONE,True,0.9,25.575,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
30.0,OUTBOUND,NOMINAL,NONE,True,0.9,25.5,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
30.5,OUTBOUND,NOMINAL,NONE,True,0.9,25.425,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
31.0,OUTBOUND,NOMINAL,NONE,True,0.9,25.35,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
31.5,OUTBOUND,NOMINAL,NONE,True,0.9,25.275,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
32.0,OUTBOUND,NOMINAL,NONE,True,0.9,25.2,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
32.5,OUTBOUND,NOMINAL,NONE,True,0.9,25.125,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
33.0,OUTBOUND,NOMINAL,NONE,True,0.9,25.05,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
33.5,OUTBOUND,NOMINAL,NONE,True,0.9,24.975,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
34.0,OUTBOUND,NOMINAL,NONE,True,0.9,24.9,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
34.5,OUTBOUND,NOMINAL,NONE,True,0.9,24.825,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
35.0,OUTBOUND,NOMINAL,NONE,True,0.9,24.75,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
35.5,OUTBOUND,NOMINAL,NONE,True,0.9,24.675,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
36.0,OUTBOUND,NOMINAL,NONE,True,0.9,24.6,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
36.5,OUTBOUND,NOMINAL,NONE,True,0.9,24.525,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
37.0,OUTBOUND,NOMINAL,NONE,True,0.9,24.45,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
37.5,OUTBOUND,NOMINAL,NONE,True,0.9,24.375,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
38.0,OUTBOUND,NOMINAL,NONE,True,0.9,24.3,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
38.5,OUTBOUND,NOMINAL,NONE,True,0.9,24.225,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
39.0,LANDING,NOMINAL,NONE,True,0.9,24.15,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
39.5,LANDING,NOMINAL,NONE,True,0.9,24.075,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
40.0,LANDING,NOMINAL,NONE,True,0.9,24.0,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
40.5,LANDING,NOMINAL,NONE,True,0.9,23.925,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
41.0,LANDING,NOMINAL,NONE,True,0.9,23.85,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
41.5,LANDING,NOMINAL,NONE,True,0.9,23.775,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
42.0,DELIVERY,NOMINAL,NONE,True,0.9,23.7,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
42.5,DELIVERY,NOMINAL,NONE,True,0.9,23.625,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
43.0,DELIVERY,NOMINAL,NONE,True,0.9,23.55,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
43.5,DELIVERY,NOMINAL,NONE,True,0.9,23.475,NOMINAL,AIRCRAFT,PENDING,PENDING,PENDING
44.0,DELIVERY,NOMINAL,NONE,True,0.9,23.4,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
44.5,DELIVERY,NOMINAL,NONE,True,0.9,23.325,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
45.0,DELIVERY,NOMINAL,NONE,True,0.9,23.25,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
45.5,DELIVERY,NOMINAL,NONE,True,0.9,23.175,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
46.0,DELIVERY,NOMINAL,NONE,True,0.9,23.1,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
46.5,DELIVERY,NOMINAL,NONE,True,0.9,23.025,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
47.0,DELIVERY,NOMINAL,NONE,True,0.9,22.95,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
47.5,DELIVERY,NOMINAL,NONE,True,0.9,22.875,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
48.0,DELIVERY,NOMINAL,NONE,True,0.9,22.8,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
48.5,DELIVERY,NOMINAL,NONE,True,0.9,22.725,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
49.0,DELIVERY,NOMINAL,NONE,True,0.9,22.65,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
49.5,DELIVERY,NOMINAL,NONE,True,0.9,22.575,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
50.0,RETURNING,NOMINAL,NONE,True,0.9,22.5,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
50.5,RETURNING,NOMINAL,NONE,True,0.9,22.425,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
51.0,RETURNING,NOMINAL,NONE,True,0.9,22.35,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
51.5,RETURNING,NOMINAL,NONE,True,0.9,22.275,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
52.0,RETURNING,NOMINAL,NONE,True,0.9,22.2,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
52.5,RETURNING,NOMINAL,NONE,True,0.9,22.125,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
53.0,RETURNING,NOMINAL,NONE,True,0.9,22.05,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
53.5,RETURNING,NOMINAL,NONE,True,0.9,21.975,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
54.0,RETURNING,NOMINAL,NONE,True,0.9,21.9,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
54.5,RETURNING,NOMINAL,NONE,True,0.9,21.825000000000003,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
55.0,RETURNING,NOMINAL,NONE,True,0.9,21.75,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
55.5,RETURNING,NOMINAL,NONE,True,0.9,21.675,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
56.0,RETURNING,NOMINAL,NONE,True,0.9,21.6,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
56.5,RETURNING,NOMINAL,NONE,True,0.9,21.525,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
57.0,RETURNING,NOMINAL,NONE,True,0.9,21.450000000000003,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
57.5,RETURNING,NOMINAL,NONE,True,0.9,21.375,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
58.0,RETURNING,NOMINAL,NONE,True,0.9,21.3,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
58.5,RETURNING,NOMINAL,NONE,True,0.9,21.225,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
59.0,RETURNING,NOMINAL,NONE,True,0.9,21.15,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
59.5,RETURNING,NOMINAL,NONE,True,0.9,21.075000000000003,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
60.0,RETURNING,NOMINAL,NONE,True,0.9,21.0,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
60.5,RETURNING,NOMINAL,NONE,True,0.9,20.925,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
61.0,RETURNING,NOMINAL,NONE,True,0.9,20.85,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
61.5,RETURNING,NOMINAL,NONE,True,0.9,20.775,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
62.0,RETURNING,NOMINAL,NONE,True,0.9,20.700000000000003,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
62.5,RETURNING,NOMINAL,NONE,True,0.9,20.625,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
63.0,RETURNING,NOMINAL,NONE,True,0.9,20.55,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
63.5,RETURNING,NOMINAL,NONE,True,0.9,20.475,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
64.0,RETURNING,NOMINAL,NONE,True,0.9,20.4,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
64.5,RETURNING,NOMINAL,NONE,True,0.9,20.325000000000003,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
65.0,RECOVERED,NOMINAL,NONE,True,0.9,20.25,NOMINAL,AIRCRAFT,REJECTED,REJECTED,UNKNOWN
