sim_time_s,mission_state,assurance_state,action,link,navigation_confidence,energy_margin_wh,decision_code
12.0,OUTBOUND,NOMINAL,NONE,True,0.9,28.2,NOMINAL
12.5,OUTBOUND,NOMINAL,NONE,True,0.9,28.125,NOMINAL
13.0,OUTBOUND,NOMINAL,NONE,True,0.9,28.05,NOMINAL
13.5,OUTBOUND,NOMINAL,NONE,True,0.9,27.975,NOMINAL
14.0,OUTBOUND,NOMINAL,NONE,True,0.9,27.9,NOMINAL
14.5,OUTBOUND,NOMINAL,NONE,True,0.9,27.825,NOMINAL
15.0,OUTBOUND,NOMINAL,NONE,True,0.9,27.75,NOMINAL
15.5,OUTBOUND,NOMINAL,NONE,True,0.9,27.675,NOMINAL
16.0,OUTBOUND,NOMINAL,NONE,True,0.9,27.6,NOMINAL
16.5,OUTBOUND,NOMINAL,NONE,True,0.9,27.525,NOMINAL
17.0,OUTBOUND,NOMINAL,NONE,True,0.9,27.45,NOMINAL
17.5,OUTBOUND,NOMINAL,NONE,True,0.9,27.375,NOMINAL
18.0,OUTBOUND,NOMINAL,NONE,True,0.9,27.3,NOMINAL
18.5,OUTBOUND,NOMINAL,NONE,True,0.9,27.225,NOMINAL
19.0,OUTBOUND,NOMINAL,NONE,True,0.9,27.15,NOMINAL
19.5,OUTBOUND,NOMINAL,NONE,True,0.9,27.075,NOMINAL
20.0,OUTBOUND,WATCH,NONE,False,0.9,27.0,LINK_LOSS_DWELL
20.5,OUTBOUND,WATCH,NONE,False,0.9,26.925,LINK_LOSS_DWELL
21.0,OUTBOUND,WATCH,NONE,False,0.9,26.85,LINK_LOSS_DWELL
21.5,OUTBOUND,WATCH,NONE,False,0.9,26.775,LINK_LOSS_DWELL
22.0,OUTBOUND,WATCH,NONE,True,0.9,26.7,RECOVERY_DWELL
22.5,OUTBOUND,WATCH,NONE,True,0.9,26.625,RECOVERY_DWELL
23.0,OUTBOUND,WATCH,NONE,True,0.9,26.55,RECOVERY_DWELL
23.5,OUTBOUND,WATCH,NONE,True,0.9,26.475,RECOVERY_DWELL
24.0,OUTBOUND,WATCH,NONE,True,0.9,26.4,RECOVERY_DWELL
24.5,OUTBOUND,WATCH,NONE,True,0.9,26.325,RECOVERY_DWELL
25.0,OUTBOUND,WATCH,NONE,True,0.9,26.25,RECOVERY_DWELL
25.5,OUTBOUND,WATCH,NONE,True,0.9,26.175,RECOVERY_DWELL
26.0,OUTBOUND,WATCH,NONE,True,0.9,26.1,RECOVERY_DWELL
26.5,OUTBOUND,WATCH,NONE,True,0.9,26.025,RECOVERY_DWELL
27.0,OUTBOUND,NOMINAL,NONE,True,0.9,25.95,NOMINAL
27.5,OUTBOUND,NOMINAL,NONE,True,0.9,25.875,NOMINAL
28.0,OUTBOUND,NOMINAL,NONE,True,0.9,25.8,NOMINAL
28.5,OUTBOUND,NOMINAL,NONE,True,0.9,25.725,NOMINAL
29.0,OUTBOUND,NOMINAL,NONE,True,0.9,25.65,NOMINAL
29.5,OUTBOUND,NOMINAL,NONE,True,0.9,25.575,NOMINAL
30.0,OUTBOUND,NOMINAL,NONE,True,0.9,25.5,NOMINAL
30.5,OUTBOUND,NOMINAL,NONE,True,0.9,25.425,NOMINAL
31.0,OUTBOUND,NOMINAL,NONE,True,0.9,25.35,NOMINAL
31.5,OUTBOUND,NOMINAL,NONE,True,0.9,25.275,NOMINAL
32.0,OUTBOUND,NOMINAL,NONE,True,0.9,25.2,NOMINAL
32.5,OUTBOUND,NOMINAL,NONE,True,0.9,25.125,NOMINAL
33.0,OUTBOUND,NOMINAL,NONE,True,0.9,25.05,NOMINAL
33.5,OUTBOUND,NOMINAL,NONE,True,0.9,24.975,NOMINAL
34.0,OUTBOUND,NOMINAL,NONE,True,0.9,24.9,NOMINAL
34.5,OUTBOUND,NOMINAL,NONE,True,0.9,24.825,NOMINAL
35.0,OUTBOUND,NOMINAL,NONE,True,0.9,24.75,NOMINAL
35.5,OUTBOUND,NOMINAL,NONE,True,0.9,24.675,NOMINAL
36.0,OUTBOUND,NOMINAL,NONE,True,0.9,24.6,NOMINAL
36.5,OUTBOUND,NOMINAL,NONE,True,0.9,24.525,NOMINAL
37.0,OUTBOUND,NOMINAL,NONE,True,0.9,24.45,NOMINAL
37.5,OUTBOUND,NOMINAL,NONE,True,0.9,24.375,NOMINAL
38.0,OUTBOUND,NOMINAL,NONE,True,0.9,24.3,NOMINAL
38.5,OUTBOUND,NOMINAL,NONE,True,0.9,24.225,NOMINAL
39.0,OUTBOUND,NOMINAL,NONE,True,0.9,24.15,NOMINAL
39.5,OUTBOUND,NOMINAL,NONE,True,0.9,24.075,NOMINAL
40.0,OUTBOUND,NOMINAL,NONE,True,0.9,24.0,NOMINAL
40.5,OUTBOUND,NOMINAL,NONE,True,0.9,23.925,NOMINAL
41.0,OUTBOUND,NOMINAL,NONE,True,0.9,23.85,NOMINAL
41.5,OUTBOUND,NOMINAL,NONE,True,0.9,23.775,NOMINAL
42.0,DELIVERY,NOMINAL,NONE,True,0.9,23.7,NOMINAL
42.5,DELIVERY,NOMINAL,NONE,True,0.9,23.625,NOMINAL
43.0,DELIVERY,NOMINAL,NONE,True,0.9,23.55,NOMINAL
43.5,DELIVERY,NOMINAL,NONE,True,0.9,23.475,NOMINAL
44.0,DELIVERY,NOMINAL,NONE,True,0.9,23.4,NOMINAL
44.5,DELIVERY,NOMINAL,NONE,True,0.9,23.325,NOMINAL
45.0,RETURNING,NOMINAL,NONE,True,0.9,23.25,NOMINAL
45.5,RETURNING,NOMINAL,NONE,True,0.9,23.175,NOMINAL
46.0,RETURNING,NOMINAL,NONE,True,0.9,23.1,NOMINAL
46.5,RETURNING,NOMINAL,NONE,True,0.9,23.025,NOMINAL
47.0,RETURNING,NOMINAL,NONE,True,0.9,22.95,NOMINAL
47.5,RETURNING,NOMINAL,NONE,True,0.9,22.875,NOMINAL
48.0,RETURNING,NOMINAL,NONE,True,0.9,22.8,NOMINAL
48.5,RETURNING,NOMINAL,NONE,True,0.9,22.725,NOMINAL
49.0,RETURNING,NOMINAL,NONE,True,0.9,22.65,NOMINAL
49.5,RETURNING,NOMINAL,NONE,True,0.9,22.575,NOMINAL
50.0,RETURNING,NOMINAL,NONE,True,0.9,22.5,NOMINAL
50.5,RETURNING,NOMINAL,NONE,True,0.9,22.425,NOMINAL
51.0,RETURNING,NOMINAL,NONE,True,0.9,22.35,NOMINAL
51.5,RETURNING,NOMINAL,NONE,True,0.9,22.275,NOMINAL
52.0,RETURNING,NOMINAL,NONE,True,0.9,22.2,NOMINAL
52.5,RETURNING,NOMINAL,NONE,True,0.9,22.125,NOMINAL
53.0,RETURNING,NOMINAL,NONE,True,0.9,22.05,NOMINAL
53.5,RETURNING,NOMINAL,NONE,True,0.9,21.975,NOMINAL
54.0,RETURNING,NOMINAL,NONE,True,0.9,21.9,NOMINAL
54.5,RETURNING,NOMINAL,NONE,True,0.9,21.825000000000003,NOMINAL
55.0,RETURNING,NOMINAL,NONE,True,0.9,21.75,NOMINAL
55.5,RETURNING,NOMINAL,NONE,True,0.9,21.675,NOMINAL
56.0,RETURNING,NOMINAL,NONE,True,0.9,21.6,NOMINAL
56.5,RETURNING,NOMINAL,NONE,True,0.9,21.525,NOMINAL
57.0,RETURNING,NOMINAL,NONE,True,0.9,21.450000000000003,NOMINAL
57.5,RETURNING,NOMINAL,NONE,True,0.9,21.375,NOMINAL
58.0,RETURNING,NOMINAL,NONE,True,0.9,21.3,NOMINAL
58.5,RETURNING,NOMINAL,NONE,True,0.9,21.225,NOMINAL
59.0,RETURNING,NOMINAL,NONE,True,0.9,21.15,NOMINAL
59.5,RETURNING,NOMINAL,NONE,True,0.9,21.075000000000003,NOMINAL
60.0,RECOVERED,NOMINAL,NONE,True,0.9,21.0,NOMINAL
